PG.ProteinGroups,PG.Genes,PG.Organisms,[1] oecf4_20240822_Exp61_LTED_DMSO_rep1_full.raw.PG.Quantity,[2] oecf4_20240822_Exp61_LTED_DMSO_rep2_full.raw.PG.Quantity,[3] oecf4_20240822_Exp61_LTED_DMSO_rep3_full.raw.PG.Quantity,[4] oecf4_20240822_Exp61_LTED_inh_rep1_full.raw.PG.Quantity,[5] oecf4_20240822_Exp61_LTED_inh_rep2_full.raw.PG.Quantity,[6] oecf4_20240822_Exp61_LTED_inh_rep3_full.raw.PG.Quantity,[7] oecf4_20240822_Exp61_TAMR_DMSO_rep1_full.raw.PG.Quantity,[8] oecf4_20240822_Exp61_TAMR_DMSO_rep2_full.raw.PG.Quantity,[9] oecf4_20240822_Exp61_TAMR_DMSO_rep3_full.raw.PG.Quantity,[10] oecf4_20240822_Exp61_TAMR_inh_rep1_full.raw.PG.Quantity,[11] oecf4_20240822_Exp61_TAMR_inh_rep2_full.raw.PG.Quantity,[12] oecf4_20240822_Exp61_TAMR_inh_rep3_full.raw.PG.Quantity,[13] oecf4_20240822_Exp61_WT_DMSO_rep1_full.raw.PG.Quantity,[14] oecf4_20240822_Exp61_WT_DMSO_rep2_full.raw.PG.Quantity,[15] oecf4_20240822_Exp61_WT_DMSO_rep3_full.raw.PG.Quantity,[16] oecf4_20240822_Exp61_WT_inh_rep1_full.raw.PG.Quantity,[17] oecf4_20240822_Exp61_WT_inh_rep2_full.raw.PG.Quantity,[18] oecf4_20240822_Exp61_WT_inh_rep3_full.raw.PG.Quantity
P52429,DGKE,Homo sapiens,404437.875,442545.25,365327.625,379247.75,514242.46875,288878.875,303625.4375,266711.71875,324862.03125,312369.25,261936.265625,457042.4375,484038.65625,375675.59375,300850.40625,390084.1875,389830.46875,335714.71875
P52434,POLR2H,Homo sapiens,1172516.25,1120384.25,1050201.875,1046366.1875,1410431.125,810280.875,1057971.375,1099093.125,1062760.875,1045585.0625,1124220,1434018.375,1305678,884933.5625,842008.6875,1088748.875,1044460.625,745216.375
P52564,MAP2K6,Homo sapiens,146978.546875,184668.84375,158364.046875,151571.3125,187429.65625,126937.390625,189597.609375,171253.203125,195866.15625,171808.53125,191604.421875,246016.34375,267547,199404.859375,170146.421875,240307.359375,207876.515625,172946.234375
P52565,ARHGDIA,Homo sapiens,44819860,45456832,41551124,47272832,55579564,34855036,31779994,31968822,32560108,32404132,31959322,42487948,37542504,29151396,25322290,37465752,32196268,25301140
P52566,ARHGDIB,Homo sapiens,323845.0625,651313.3125,477400.65625,465506.15625,NaN,NaN,347147.71875,296486.28125,337259.875,360625.15625,277002.0625,316238.25,108366.4609375,105799.0390625,131161.28125,127038.3671875,78971.1796875,91729.796875
P52569,SLC7A2,Homo sapiens,259603.125,321862.9375,255865.984375,260849.59375,308204.4375,243064.515625,60607.6328125,53626.25,73781.0703125,NaN,55967.37890625,64274.26953125,459988.8125,307487.9375,316349.6875,487285.96875,359415.375,251668.984375
P52594,AGFG1,Homo sapiens,966404,897750.25,973016.4375,833295.5,984554,683302.625,660866.875,595287.375,707683.5625,636806.125,602780.4375,740789.3125,968479.0625,763028.5625,629979.25,870083.8125,724678.0625,646904.8125
P52597,HNRNPF,Homo sapiens,8138247.5,8844227,6565296,8816427,9976177,6013920.5,10251389,8959008,9350073,12057596,11399481,13024025,17191110,13548238,11345679,17214146,14189029,11297810
P52630,STAT2,Homo sapiens,333012.90625,381259.28125,241874.84375,299738.84375,431147.59375,225511.515625,160500.359375,190699.703125,254519.921875,189994.46875,180563.703125,275657.65625,588220.9375,486299.9375,446360.90625,564052.875,500195.53125,405916.53125
P52655,GTF2A1,Homo sapiens,NaN,78269.0625,42395.31640625,NaN,72695.484375,62742.2890625,NaN,NaN,62403.3828125,46609.2265625,NaN,67937.4453125,NaN,NaN,NaN,NaN,NaN,NaN
P52657,GTF2A2,Homo sapiens,870933.875,811970.5,964164.25,727669.3125,1028588.8125,806000.875,548692.5,549957.4375,701445.125,540907.75,678463.5625,843355.625,757213.75,588943.125,565680.375,640171,809503.1875,425017.75
P52701,MSH6,Homo sapiens,2548527.75,2699820.25,2119908.5,2514903.5,3171859.5,2048769,2580713.5,2432863.75,2576908,2414178.75,2601398.75,3466415.75,5797912,4148771.75,3912421,5455490,4602668,3558489.5
P52732,KIF11,Homo sapiens,1710474.125,1854205,1688656.375,1639146,2070628,1524262.25,1461336.5,1360556.375,1422202,1331373.625,1420997.5,1761321.125,2723757.5,2025660,1905585.125,2749407,2141027.5,1704296.125
P52735,VAV2,Homo sapiens,876687.25,883804.875,652866.0625,793350.1875,995200.8125,589947.8125,681568.9375,646564.5625,737177.375,689407.75,707533.5625,1009862.5625,758542.0625,623335,649126.5625,729070.25,683794,581848.875
P52739,ZNF131,Homo sapiens,69767.6015625,49980.5078125,NaN,64883.39453125,80342.0625,50393.96484375,60568.2109375,60945.47265625,77338.65625,64901.16015625,64974.68359375,78046.1796875,62772.52734375,48617.0234375,38819.42578125,59166.48828125,47161.625,44842.94140625
P52747,ZNF143,Homo sapiens,77520.84375,74809.6171875,43740.390625,65702.515625,77552.2421875,38166.7734375,62721.47265625,63144.8203125,55210.2890625,66394.6796875,70430,74200.453125,72316.2421875,55559.58203125,72904.28125,61439.43359375,62004.8828125,67539.5859375
P52756,RBM5,Homo sapiens,271218.65625,341003.4375,205011.8125,318147.6875,337498.53125,258344.203125,337171.28125,348270.28125,254330.671875,350054.75,362682.15625,380211.625,644381.375,488090.4375,500290.71875,636603.1875,534670.1875,378836
P52758,RIDA,Homo sapiens,3072562.5,3570097.75,3200769,3388999.75,4053540.75,2905566.5,3970211.25,3789015,4329672.5,4026555.25,4329104.5,5387656,2578024,1937977.5,1626227.375,2829339.5,2300254.25,1549901.75
P52788,SMS,Homo sapiens,2780538,3302566.75,1484391.375,2945050.5,3140302.75,1990983.25,2551749.25,2301731,2182663.5,2326693.25,2663967.25,2954851.75,2537931,2016173,2097594.75,2642355,2550422.25,1759591.625
P52789,HK2,Homo sapiens,1971928.125,1957455.375,1482924.625,1809099.875,2226307.75,1413716.875,1174226.125,1059971.375,971268.0625,1091796.5,1179113.875,1393457.5,1573101.375,1156342.875,1139810.875,1436069.625,1186588.5,920707.8125
P52815,MRPL12,Homo sapiens,609084.875,789208.0625,688981.6875,653522.9375,907059.625,583469.875,639164.9375,503615.1875,856340.0625,466192.125,624187.5,1042702.4375,887978.0625,567419.625,402647.4375,894696.75,728807.8125,426003.59375
P52824,DGKQ,Homo sapiens,81347.65625,87452.28125,95884.8671875,78791.7578125,101994.1640625,76705.65625,27747.541015625,30881.173828125,39858.0703125,24353.04296875,27723.91015625,47540.69921875,120130.4921875,110062.234375,92128.1875,142886.90625,106857.21875,93430.140625
P52848,NDST1,Homo sapiens,60327.19921875,76390.28125,67974.6796875,69795.265625,88321.78125,54610.05078125,100214.828125,96388.5859375,117143.625,101044.59375,99797.2734375,131514.546875,115929.8125,97926.5234375,88848.2421875,112438.0390625,113464.9609375,93232.90625
P52888,THOP1,Homo sapiens,2046364.375,2085613,1459053.25,1896347.25,2354819.5,1492883,1324257.75,1301695.375,1168473.5,1252340.875,1378330.375,1661026.875,1986277.5,1496172.75,1475970.625,1989982.375,1649763.375,1281568.75
P52895,AKR1C2,Homo sapiens,255278.359375,251294.546875,19415.81640625,259353.125,306534.875,89850.6953125,36135.6875,21857.1328125,42214.328125,32319.17578125,38035.0859375,54124.7734375,22169.751953125,18382.984375,12319.2041015625,24201.83203125,16981.1484375,13722.8388671875
P52907,CAPZA1,Homo sapiens,13611276,14689874,10418526,13225209,15765121,11206908,10334442,10521212,10238835,10387990,11726636,13383588,14416178,11023402,10981835,13982561,11652332,9441659
P52943,CRIP2,Homo sapiens,1159929.375,1614606.5,819291,1470259.375,1636193.75,1123698.625,222687.34375,265899.3125,198743.78125,316162.03125,283057.53125,289513.46875,1276298.875,968503,1025605.5,1173855.25,1223455.5,900752.4375
P52948,NUP98,Homo sapiens,1254264.125,1283710.25,944536.5,1171547.875,1349052.75,931146.9375,980009.9375,939623.9375,1009507.4375,978202.5625,1046091.9375,1238020.125,1490411,1142459.75,1119016.875,1491055.75,1233668.625,1002592.375
P53004,BLVRA,Homo sapiens,17961370,17648874,13696530,16343012,20481036,11645136,11121549,10332964,11353246,10298751,11157582,15658789,27733306,21119676,18886010,27596794,23282822,17196512
P53007,SLC25A1,Homo sapiens,12918872,12962611,9979302,12330873,15820181,10705327,9736983,9049054,10725710,9385355,9911663,13485643,14479561,10493280,9593283,13397502,11844253,9414532
P53041,PPP5C,Homo sapiens,3038391.75,3362366.75,2642782.25,2897802.25,3683891.75,2197766.75,1902946,1731380.375,1796553.125,1823819.25,1965866,2401312,3114930.75,2426115.75,2270127,3078636.5,2621232.5,2208713.75
P53350,PLK1,Homo sapiens,830983.1875,865756.375,728158.5625,782179.1875,1028596.1875,673699.8125,623160.4375,587012.9375,677352.9375,605801.875,644293.4375,859258.125,956931.625,757183.1875,652634.6875,903476.0625,810950.875,712753.5625
P53365,ARFIP2,Homo sapiens,331567.59375,303752.40625,349954.0625,287591.78125,365872.125,264447.84375,220476.984375,229207.671875,274026.40625,223174.75,178682.0625,280824.90625,420333.875,297422.71875,236753.5625,376011.34375,303127.25,242104.34375
P53367,ARFIP1,Homo sapiens,1401438,1541486.625,1244492.625,1348609.25,1581474.375,1117613.125,1232016.5,1195822.5,1281687.375,1235923.625,1241615,1636456.875,1639942.625,1121741.125,969414.5625,1483836,1183181.375,886862.8125
P53370,NUDT6,Homo sapiens,195652.640625,106940.546875,172839.4375,159206.953125,195767.203125,114330.375,58955.46484375,80203,NaN,75358.046875,83371.9765625,98912.9453125,254875.765625,176684.828125,172676.734375,219209.546875,197580.578125,164957.421875
P53384,NUBP1,Homo sapiens,1603746.75,1858528.75,1389436.375,1573699.75,1905688.25,1091865.75,1404934,1343652.625,1391425.75,1383229.25,1440215.875,1765278.625,2082062.875,1593055.75,1512525.5,1900523.375,1826606.25,1467361.75
P53396,ACLY,Homo sapiens,32141542,33439650,25997012,31237358,39659220,25183860,33915136,32557300,36376544,32461770,34790060,45872428,31175538,25028692,21447100,30062526,26055808,21157476
P53420,COL4A4,Homo sapiens,67793.5,115055.6875,NaN,94252.9609375,114620.53125,41013.75,65505.40625,58163.26953125,68523.609375,50568.26171875,74566.53125,85292.3984375,63953.609375,34638.62890625,37317.46875,62657.171875,73716.71875,43427.1953125
P53582,METAP1,Homo sapiens,1251058,1504748,899981.5625,1208680.625,1486198.875,850559.0625,1272907.125,1291441.5,1134844.25,1179588.125,1480414.375,1654263.5,1875052.5,1475358.5,1546114.25,1654519.875,1615671.125,1233012.875
P53597,SUCLG1,Homo sapiens,2192323.5,2167203,1783652.75,2153697.25,2720930.25,1619564.875,2591158.5,2500039.25,2608007,2366254,2509207.5,3440195.75,3657462.25,2798331.75,2557319.25,3555447.25,3088115.5,2217314.25
P53602,MVD,Homo sapiens,6914027.5,7282184,5741495,6528213.5,8357456.5,5141786,3605804.75,3529833,3573195.75,3385168,3793536.75,4954861,7153356.5,5296861,5051947.5,6632063,5791612.5,4354379
P53609,PGGT1B,Homo sapiens,199736.59375,194696.515625,177105.90625,187129.8125,194632.328125,170677.296875,154842.578125,125796.359375,130079.921875,122937.9609375,136485.234375,143709.40625,263469.53125,205822,186678.859375,233320.6875,234217.21875,169746.765625
P53611,RABGGTB,Homo sapiens,768352.0625,773485.375,508276.96875,723098.0625,891630.9375,590547,527812.3125,459348.28125,460361.4375,481472.03125,522007.59375,707008.75,952146.4375,763860,653048.75,980765,733525.9375,560102.375
P53618,COPB1,Homo sapiens,4721031,4930772.5,4170962.5,4411600,5509140.5,3505077.5,4417100,4349382.5,4753512.5,4265802.5,4407582.5,5969019,5550883.5,4094256,3790170,5111565.5,4497345,3644004
P53621,COPA,Homo sapiens,11734423,12463786,8474400,11351885,13751155,8911842,10614478,9853063,10333315,9805064,10745320,13909120,14414657,10646316,10436814,12971583,11927012,9566090
P53634,CTSC,Homo sapiens,352603.09375,343047.53125,434502.53125,330357.875,374397.09375,225806.78125,434776.90625,428016.0625,455946.0625,430617.90625,417243.0625,606395.25,635304.0625,507784.5625,421400.75,602923.0625,458471.96875,413993.625
P53667,LIMK1,Homo sapiens,240055.3125,30462.5859375,NaN,932099,NaN,NaN,141644.375,144966.734375,200939.5625,177252.078125,147964.765625,235077.046875,270161.75,169892.453125,134435.625,260462.71875,159362.28125,135912.71875
P53675,CLTCL1,Homo sapiens,155330.859375,87866.1875,NaN,153911.328125,35135.375,126290.453125,273558.65625,48109.01171875,6196.20947265625,105650.4375,119308.3359375,23150.74609375,37843.26171875,39450.3046875,NaN,21808.41015625,18699.982421875,15033.0244140625
P53677,AP3M2,Homo sapiens,282730.65625,306577.1875,184519.328125,276686.78125,379803.9375,180826.609375,250734.6875,229788.15625,254462.546875,181049.71875,252277.34375,346094.0625,271183.125,231566.890625,225936.765625,306538.09375,243800.359375,206795.53125
P53680,AP2S1,Homo sapiens,6104012,5768283,4766049.5,5850083,6781179.5,4470113,4097354.75,3464329.25,3737764.75,3466192.25,3719875.25,3994013.75,5600318.5,4349770.5,4498522,5142373.5,4757978,3918880.25
P53701,HCCS,Homo sapiens,1845352,2035429.375,1508931.75,2013126.25,2346114,1455874.375,1947634.75,1979915.5,2138830.5,2169354.75,2142464.5,2553873,1753933.125,1302399,1322583.375,1630685.875,1545998.5,1204201.375
P53708,ITGA8,Homo sapiens,20737.734375,11090.9345703125,NaN,2080.337158203125,NaN,NaN,15652.955078125,NaN,35495.91796875,14022.4658203125,NaN,17018.87890625,5893.0224609375,NaN,19895.603515625,13432.28125,18356.0625,14262.095703125
P53778,MAPK12,Homo sapiens,101110.8125,78056.3359375,NaN,149152.984375,60595.69921875,19717.53125,50222.9140625,38993.26953125,32393.162109375,64386.0078125,51578.2890625,79104.0390625,49229.2890625,NaN,NaN,108883.328125,NaN,NaN
P53794,SLC5A3,Homo sapiens,235295.25,320529.28125,NaN,182191.75,134924.203125,NaN,285095.625,238664.421875,207150.859375,271015.09375,233514.109375,244758.296875,233662.984375,159272.734375,218398.265625,159502.84375,125993.625,145446.40625
P53801,PTTG1IP,Homo sapiens,9558.2080078125,10830.1318359375,5241.7275390625,11463.0556640625,13333.7314453125,9090.80078125,12394.2109375,17364.109375,4317.02001953125,14264.4384765625,17842.958984375,12211.5390625,11244.421875,12717.2724609375,18279.978515625,11650.794921875,12730.7041015625,9952.2607421875
P53803,POLR2K,Homo sapiens,1230006.875,357237.46875,NaN,1042146.5625,1104778.875,376937.8125,533872.8125,344483.625,137560.609375,653471.4375,300808.375,856019,386851.1875,453445.03125,636179.875,480124.40625,456619.875,368886.6875
P53814,SMTN,Homo sapiens,557143.75,647741.25,500443.96875,601337.125,713690.9375,460808.9375,421745.96875,459144.4375,430501.71875,450457.9375,471738.875,504356.5,206721.1875,156333.34375,138158.234375,231025.796875,193727.578125,135944.609375
P53816,PLAAT3,Homo sapiens,16620.990234375,18899.705078125,15380.4375,12981.05859375,24600.109375,10716.58203125,NaN,NaN,NaN,NaN,NaN,NaN,5542.03662109375,NaN,NaN,NaN,NaN,NaN
P53985,SLC16A1,Homo sapiens,761082.3125,800383,723928.1875,763015.5,918622.4375,634975.8125,962031.9375,1046640.4375,1073061.75,979114.125,1078941.375,1272919.625,2022223.625,1322771,1641855.875,1349511.875,1606614,1263891
P53990,IST1,Homo sapiens,1920996.125,1862413,1621771.625,1707639.875,1934232.25,1370843.625,1470153.25,1320773.875,1540241.625,1543240,1560835.75,1778974.75,2417333.25,1766459.5,1542799.625,2255087,1533923.375,1464643.25
P53992,SEC24C,Homo sapiens,6415209,6804393,5143767.5,5935158,7096448.5,4750073,4652063.5,4334103,4787345,4400260,4819793.5,6401050,8762508,6682318,5886314,8406030,6900109,5537211
P53999,SUB1,Homo sapiens,21347716,22495350,16892340,22999406,29321428,14994528,31051960,24294506,28767370,38594248,33445360,42184736,30563282,21232060,18680116,28195348,25259102,17956952
P54098,POLG,Homo sapiens,529518.6875,557440.125,417604.6875,517707.59375,632551.1875,372742.0625,668286.875,630421.75,678380.375,620385.875,674053.1875,871819.0625,811693.4375,627878.1875,539265.75,819007.625,650223.3125,545258.9375
P54105,CLNS1A,Homo sapiens,2567576.5,3166399,2184634.25,3156320.5,3373377,1726149,3602668,3109395.5,3648551,3978713.25,4072726.75,4419669,4143925.25,2951124.5,3011823.75,3807682.75,3682976.25,2942935
P54132,BLM,Homo sapiens,64315.08203125,46088.0078125,NaN,63606.45703125,85113.2734375,68422.6953125,98718.140625,100870.3671875,105840.3203125,101303.5390625,110792.7578125,133537.8125,121216.0078125,107965.734375,109953.609375,125174.265625,117953.4921875,102931.125
P54136,RARS1,Homo sapiens,14474714,15141011,11063842,13633586,16789610,10387358,10537835,9951880,10182666,10044907,10780544,13821619,17193734,12780240,11303333,16148326,13548439,10810804
P54198,HIRA,Homo sapiens,262196.03125,282884.15625,158919.375,223135.421875,289845.96875,215230.359375,286409.25,292216.9375,281076.03125,268104.4375,319227.5,398391.71875,339147.21875,262696,261967.71875,330544,260239.953125,225502.484375
P54252,ATXN3,Homo sapiens,317102.90625,328426.5625,297196.125,226751.421875,357487.6875,140768.59375,230041.65625,171574.015625,288735.46875,208195.203125,202679.53125,329590.625,412408.6875,269856.375,198661.796875,411695.03125,271257.25,219726.890625
P54259,ATN1,Homo sapiens,NaN,2258.35009765625,NaN,1435.736572265625,NaN,NaN,4219.5859375,4804.61474609375,3165.25537109375,3237.958740234375,4354.17724609375,5755.8330078125,NaN,1467.1328125,2378.23291015625,2881.07958984375,2782.00048828125,NaN
P54277,PMS1,Homo sapiens,91628.9375,99520.4375,82101.9765625,99039.265625,118693.6640625,100079.6875,113568.265625,102073.3359375,125529.6796875,109626.2734375,112574.8125,134152.875,128772.171875,101714.53125,85720.0546875,126373.5234375,111247.40625,89754.4296875
P54278,PMS2,Homo sapiens,301921.75,293982.09375,250957.53125,278560.4375,323278.90625,220272.34375,194572.59375,236287.59375,260345.75,214140.3125,225139.296875,284051.5625,535125.5625,413404.0625,375918.0625,511839.59375,421743.53125,366797.03125
P54284,CACNB3,Homo sapiens,90581.015625,109884.6640625,64529.55859375,81473.0390625,109910.875,98456.640625,85085.46875,73046.5234375,95253.9375,80887.1953125,77019.4765625,94206.3984375,95305.34375,87068.3046875,64509.2109375,98785.0859375,86897.203125,65555.5546875
P54289,CACNA2D1,Homo sapiens,NaN,NaN,NaN,30878.67578125,NaN,NaN,29122.30078125,NaN,NaN,29811.61328125,29647.54296875,48077.390625,NaN,NaN,NaN,NaN,NaN,NaN
P54577,YARS1,Homo sapiens,11729582,12406665,10095241,12034144,14348026,9344974,6452715,6269674,6655641,6727369,6823022,8316716,11933217,8283253.5,7393108,11678492,9411081,7019063
P54578,USP14,Homo sapiens,8839754,9529725,7765525,8858674,10840829,6519504.5,6621579.5,6266184.5,6883722.5,6583645.5,6808977.5,8108734,8258063.5,6309488,5773580.5,7759669.5,7081679,5366699.5
P54619,PRKAG1,Homo sapiens,1374351.375,1414726.375,1050454.25,1285619.5,1499060,1075604.75,695225.9375,652272.9375,781627.125,666016.1875,749730.8125,936439.3125,822621.375,652329.75,643093.1875,780819.9375,737714.0625,596780.8125
P54652,HSPA2,Homo sapiens,3914220.25,4072652.5,2546202.25,3754457.25,4495083,2278020,1392065.75,1128914.75,1359936.125,1307996,1295213.875,1682303.125,4651937,3133647.75,2837721,4619138.5,3564242.75,2721944
P54709,ATP1B3,Homo sapiens,7722100.5,9041601,6481212.5,9188388,10314689,6921946.5,7106806,6689311,7278689.5,7148157,7564420,9048996,4954727.5,3048212.5,3187276,4051241.25,3970145.25,2932880.5
P54725,RAD23A,Homo sapiens,1141422.875,1117869.75,922999.125,999217.8125,1241868.875,815887.25,737528.6875,655039.1875,898149.8125,648941.375,759687.75,981526.8125,1207779.125,823967.875,576033.4375,1045976.9375,784829.375,667191.125
P54727,RAD23B,Homo sapiens,3697416.25,2823504.5,3782151.5,2351989.5,3514059.75,2406572.75,3947376.5,2536824.75,5254033.5,2669232,2487239.75,6222092,5539355.5,4527698,2578079.25,5912255,3924149.75,3232551.5
P54753,EPHB3,Homo sapiens,199387.421875,223243.8125,145359.234375,183847.53125,215895.03125,132293.8125,97754.5078125,100554.6484375,68904.2578125,90467.7421875,93491.8046875,97944.2734375,200715.53125,164682.1875,171732.984375,182463.0625,161889.234375,141831.78125
P54760,EPHB4,Homo sapiens,408203.71875,407735.875,334550.3125,374843.09375,488013.71875,288992.28125,208744.515625,216724.671875,248151.515625,213866.78125,192509.34375,272000.25,437038.34375,311191.8125,292299.9375,424099.34375,355378.21875,270358.03125
P54764,EPHA4,Homo sapiens,260336.265625,279639.34375,192506,231842.078125,318304.875,146354.546875,17843.8984375,21344.890625,26374.24609375,26027.076171875,25012.83203125,24737.623046875,214564.640625,166280.03125,140505.921875,195562.0625,174629.71875,149540.21875
P54802,NAGLU,Homo sapiens,443502.84375,471892.1875,379831.09375,437076.78125,549914.3125,340927.9375,341062.09375,303395.65625,360274.1875,326364.6875,351778.875,447928.125,493044.1875,365105.78125,324897.625,470161.0625,429911.46875,321035.875
P54803,GALC,Homo sapiens,702874.6875,733339.75,606597.8125,673318.6875,863989.625,411969.125,106176.03125,129991.609375,95128.8125,112997.9375,126043.1796875,143544.046875,386346.6875,285644.09375,271175.03125,367021.8125,310253.96875,252308.265625
P54819,AK2,Homo sapiens,10120847,11351964,8527937,10682385,12333579,6813740.5,11233298,10097598,12437467,10972734,10389258,14117486,12917278,8626259,7520208,12066909,11009438,6752788.5
